,Country Code,Country Code (Metadata - Countries),Country Name,Income Group,Income Group (group),Region,SpecialNotes,TableName,Year,CO2 (kt),CO2 Per Capita (metric tons),Oil - Crude prices since 1861
133,SLV,SLV,El Salvador,Lower middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,El Salvador,1960,619.723,0.224301883,1.9
134,NIC,NIC,Nicaragua,Lower middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2013 database update: Based on official government statistics, national accounts data were revised for 1994 onward; the base year changed to 2006.",Nicaragua,1960,531.715,0.29960906,1.9
135,GUY,GUY,Guyana,Lower middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"In 2010, the Bureau of Statistics introduced a new series of GDP rebased to year 2006. Current price GDP averaged 63 percent higher than previous estimates.",Guyana,1960,660.06,1.169858673,1.9
136,DJI,DJI,Djibouti,Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,,Djibouti,1960,40.337,0.482292314,1.9
137,SYR,SYR,Syrian Arab Republic,Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,"April 2013 database update: Based on data from the Central Bureau of Statistics, national accounts data were revised for 2003 onward.",Syrian Arab Republic,1960,3223.293,0.701817876,1.9
138,MAR,MAR,Morocco,Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,"Based on data from the Moroccan Haut Commissariat au Plan, the new base year is 2007.",Morocco,1960,3641.331,0.295357988,1.9
139,YEM,YEM,"Yemen, Rep.",Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,"Based on official government statistics and International Monetary Fund data, national accounts data have been revised for 1990 onward. The new base year is 2007.","Yemen, Rep.",1960,3633.997,0.703402679,1.9
140,EGY,EGY,"Egypt, Arab Rep.",Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2011/12.,"Egypt, Arab Rep.",1960,16054.126,0.593007187,1.9
141,PSE,PSE,West Bank and Gaza,Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,The new base year is 2004.,West Bank and Gaza,1960,,,1.9
142,BTN,BTN,Bhutan,Lower middle income,Lower middle income & Upper middle income,South Asia,April 2013 database update: Data were updated using the government of Bhutan macroeconomic framework.,Bhutan,1960,,,1.9
143,BGD,BGD,Bangladesh,Lower middle income,Lower middle income & Upper middle income,South Asia,Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2005/06.,Bangladesh,1960,,,1.9
144,PAK,PAK,Pakistan,Lower middle income,Lower middle income & Upper middle income,South Asia,Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2005/06.,Pakistan,1960,14154.62,0.315164764,1.9
145,IND,IND,India,Lower middle income,Lower middle income & Upper middle income,South Asia,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on official government statistics; the new base year is 2011/12. India reports using SNA 2008.,India,1960,120581.961,0.268161407,1.9
146,LKA,LKA,Sri Lanka,Lower middle income,Lower middle income & Upper middle income,South Asia,The Sri Lankan government has changed methodology and revised the production side of national accounts from 2010 to 2014. The new base year is 2010.,Sri Lanka,1960,2258.872,0.228261116,1.9
147,CMR,CMR,Cameroon,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,,Cameroon,1960,271.358,0.050613584,1.9
148,SEN,SEN,Senegal,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,,Senegal,1960,828.742,0.260810811,1.9
149,COG,COG,"Congo, Rep.",Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"April 2013 database update: Based on IMF data, national accounts data were revised for 1990 onward; the base year changed to 1990.","Congo, Rep.",1960,223.687,0.220689812,1.9
150,NGA,NGA,Nigeria,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Based on official government statistics released 6 April, 2014, national accounts data have been revised from 2010 onward; the new base year is 2010. The new GDP data are 60 to 75 percent higher than previously reported and incorporate improved data sources and methodology. Nigeria reports using SNA 2008.",Nigeria,1960,3406.643,0.075348847,1.9
151,MRT,MRT,Mauritania,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Based on official statistics from the Ministry of Economic Affairs and Development; the base year has been returned to 2004.,Mauritania,1960,36.67,0.042730461,1.9
152,CPV,CPV,Cabo Verde,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Cabo Verde is the new name for the country previously listed as Cape Verde. Based on official government statistics and IMF data, national accounts data have been revised from 1990 onward; the new base year is 2007.",Cabo Verde,1960,22.002,0.108750667,1.9
153,SDN,SDN,Sudan,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Demographic data (total population, life expectancy, fertility, child mortality, migration), education series, and HIV prevalence are reported separately for Sudan and South Sudan; see specific notes for other series. National accounts data exclude South Sudan after July 9, 2011. Other data reported for Sudan generally include South Sudan to 2011 unless otherwise noted. External debt data and land-related data (including population density, but excluding surface area after 2010) for all years include South Sudan.",Sudan,1960,1360.457,0.129783714,1.9
154,KEN,KEN,Kenya,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Fiscal year end: June 30; reporting period for national accounts data: CY. Based on official government statistics; the new base year is 2009.,Kenya,1960,2427.554,0.299496881,1.9
155,LSO,LSO,Lesotho,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Fiscal year end: March 31; reporting period for national accounts data: CY.,Lesotho,1960,,,1.9
156,SWZ,SWZ,Swaziland,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on data from the Central Statistics Office of Swaziland and the IMF, the new base year is 2011.",Swaziland,1960,33.003,0.094501379,1.9
157,GHA,GHA,Ghana,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"In 2010, the Ghana Statistical Service revised the base year for Ghana's national accounts series from 1993 to 2006. The new GDP data were about 60 percent higher than previously reported and incorporated improved data sources and methodology.",Ghana,1960,1463.133,0.219944425,1.9
158,STP,STP,Sao Tome and Principe,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,The base year has changed to 2001.,São Tomé and Principe,1960,11.001,0.171208466,1.9
159,CIV,CIV,Cote d'Ivoire,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,The new base year is 2009.,Côte d'Ivoire,1960,462.042,0.132972288,1.9
160,ZMB,ZMB,Zambia,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"The new base year is 2010. National accounts data were rebased to reflect the January 1, 2013, introduction of the new Zambian kwacha at a rate of 1,000 old kwacha = 1 new kwacha. Zambia reports using SNA 2008.",Zambia,1960,,,1.9
161,ASM,ASM,American Samoa,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,,American Samoa,1960,,,1.9
162,TON,TON,Tonga,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"2013 national accounts estimates are based on IMF reports. Fiscal year ends on June 30; reporting period for national accounts data: FY. April 2013 database update: Based on data from the National Bureau of Statistics, national accounts data were revised; the base year changed to 2010/11.",Tonga,1960,11.001,0.178587662,1.9
163,TUV,TUV,Tuvalu,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,2013 national accounts estimates are based on IMF reports. Value added is measured at producer prices up to 1999 and at basic prices from 2000 onward.,Tuvalu,1960,,,1.9
164,FJI,FJI,Fiji,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Based on data from the Bureau of Statistics, national accounts data on the expenditure side have been revised from 2005 onward; the new base year is 2005.",Fiji,1960,194.351,0.494050328,1.9
165,MYS,MYS,Malaysia,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Based on data from the Malaysian Department of Statistics and Bank Negara Malaysia, the new base year is 2010.",Malaysia,1960,,,1.9
166,MNG,MNG,Mongolia,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Based on data revised by the National Statistics Office of Mongolia, the new base year is 2010.",Mongolia,1960,1294.451,1.354716938,1.9
167,THA,THA,Thailand,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Fiscal year end: September 30; reporting period for national accounts data: CY. Based on data from the Bank of Thailand and the National Economics and Social Development Board (NESDB), the new base year is 2002.",Thailand,1960,3714.671,0.135585899,1.9
168,MHL,MHL,Marshall Islands,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,Fiscal year ends on September 30; reporting period for national accounts data: FY.,Marshall Islands,1960,,,1.9
169,PLW,PLW,Palau,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,Fiscal year ends on September 30; reporting period for national accounts data: FY. National accounts data are revised based on IMF reports.,Palau,1960,14.668,1.521892509,1.9
170,CHN,CHN,China,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. Based on data from the National Bureau of Statistics, the methodology for national accounts exports and imports of goods and services in constant prices have been revised from 2000 onward.",China,1960,780726.302,1.170381372,1.9
171,ALB,ALB,Albania,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Albania,1960,2024.184,1.258194928,1.9
172,BLR,BLR,Belarus,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Belarus,1960,,,1.9
173,TUR,TUR,Turkey,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Turkey,1960,16820.529,0.610472837,1.9
174,AZE,AZE,Azerbaijan,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,April 2012 database update: National accounts historical expenditure series in constant prices were revised in line with State Statistical Committee data that were not previously available.,Azerbaijan,1960,,,1.9
175,ROU,ROU,Romania,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Based on data from EUROSTAT, the Romanian National Institute of Statistics, the National Bank of Romania, and World Bank estimates, the new base year is 2005.",Romania,1960,53450.192,2.903812021,1.9
176,BIH,BIH,Bosnia and Herzegovina,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,Based on official government statistics for chain linked series; the new reference year is 2010.,Bosnia and Herzegovina,1960,,,1.9
177,MKD,MKD,"Macedonia, FYR",Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Based on revisions by the Macedonia State Statistics Office, the new base year is 2005.","Macedonia, FYR",1960,,,1.9
178,MNE,MNE,Montenegro,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro,1960,,,1.9
179,SRB,SRB,Serbia,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised. The new reference year for chain linked series is 2010.",Serbia,1960,,,1.9
